"date","comp_abb","home_team","home_score","away_score","away_team","comp_name","comp_stage"
2019-08-04,"ANC","Ethiopia",4,3,"Djibouti","African Nations Championship","1st-round"
2022-06-09,"ACO","Ethiopia",2,0,"Egypt","Africa Cup of Nations Qualification","group-stage"
2021-11-11,"WQA","Ethiopia",1,1,"Ghana","WC Qualification Africa","2nd-round"
2022-05-31,"FRI","Ethiopia",1,1,"Lesotho","Friendlies","friendlies-3"
2019-09-04,"WQA","Ethiopia",0,0,"Lesotho","WC Qualification Africa","1st-round"
2021-03-24,"ACO","Ethiopia",4,0,"Madagascar","Africa Cup of Nations Qualification","group-stage"
2021-03-17,"FRI","Ethiopia",4,0,"Malawi","Friendlies","friendlies-3"
2020-11-17,"ACO","Ethiopia",3,0,"Niger","Africa Cup of Nations Qualification","group-stage"
2019-09-22,"ANC","Ethiopia",0,1,"Rwanda","African Nations Championship","2nd-round"
2022-08-26,"ANC","Ethiopia",0,0,"Rwanda","African Nations Championship Qualification","2nd-round"
2021-08-26,"FRI","Ethiopia",0,0,"Sierra Leone","Friendlies","friendlies-3"
2021-10-09,"WQA","Ethiopia",1,3,"South Africa","WC Qualification Africa","2nd-round"
2022-07-22,"ANC","Ethiopia",0,0,"South Sudan","African Nations Championship Qualification","1st-round"
2019-10-13,"FRI","Ethiopia",0,1,"Uganda","Friendlies","friendlies-3"
2021-08-29,"FRI","Ethiopia",2,1,"Uganda","Friendlies","friendlies-3"
2022-08-21,"FRI","Ethiopia",0,0,"Uganda","Friendlies","friendlies-3"
2020-10-25,"FRI","Ethiopia",1,3,"Zambia","Friendlies","friendlies-3"
2021-09-07,"WQA","Ethiopia",1,0,"Zimbabwe","WC Qualification Africa","2nd-round"
2020-10-13,"UNL","Faroe Islands",2,0,"Andorra","UEFA Nations League","league-d"
2021-10-09,"WQE","Faroe Islands",0,2,"Austria","WC Qualification Europe","1st-round"
2021-09-04,"WQE","Faroe Islands",0,1,"Denmark","WC Qualification Europe","1st-round"
2021-06-04,"FRI","Faroe Islands",0,1,"Iceland","Friendlies","friendlies-1"
2021-09-01,"WQE","Faroe Islands",0,4,"Israel","WC Qualification Europe","1st-round"
2020-10-10,"UNL","Faroe Islands",1,1,"Latvia","UEFA Nations League","league-d"
2021-06-07,"FRI","Faroe Islands",5,1,"Liechtenstein","Friendlies","friendlies-2"
2022-06-11,"UNL","Faroe Islands",2,1,"Lithuania","UEFA Nations League","league-c"
2022-06-07,"UNL","Faroe Islands",0,1,"Luxembourg","UEFA Nations League","league-c"
2019-10-15,"ECQ","Faroe Islands",1,0,"Malta","EC Qualification","qualifying-round"
2020-09-03,"UNL","Faroe Islands",3,2,"Malta","UEFA Nations League","league-d"
2021-09-07,"WQE","Faroe Islands",2,1,"Moldova","WC Qualification Europe","1st-round"
2019-06-10,"ECQ","Faroe Islands",0,2,"Norway","EC Qualification","qualifying-round"
2019-10-12,"ECQ","Faroe Islands",0,3,"Romania","EC Qualification","qualifying-round"
2021-10-12,"WQE","Faroe Islands",0,1,"Scotland","WC Qualification Europe","1st-round"
2019-06-07,"ECQ","Faroe Islands",1,4,"Spain","EC Qualification","qualifying-round"
2019-09-05,"ECQ","Faroe Islands",0,4,"Sweden","EC Qualification","qualifying-round"
2022-09-25,"UNL","Faroe Islands",2,1,"Turkey","UEFA Nations League","league-c"
2019-03-24,"FRI","Fiji",1,0,"Mauritius","Friendlies","friendlies-3"
2019-03-18,"FRI","Fiji",3,0,"New Caledonia","Friendlies","friendlies-3"
2022-03-24,"WQO","Fiji",1,2,"Papua New Guinea","WC Qualification Oceania","2nd-round"
2019-07-18,"PAG","Fiji",4,4,"Solomon Islands","Pacific Games","group-stage"
2019-06-06,"FRI","Fiji",1,1,"Tahiti","Friendlies","friendlies-3"
2019-07-15,"PAG","Fiji",10,1,"Tuvalu","Pacific Games","group-stage"
2019-06-10,"FRI","Fiji",0,0,"Vanuatu","Friendlies","friendlies-3"
2019-10-15,"ECQ","Finland",3,0,"Armenia","EC Qualification","qualifying-round"
2021-06-21,"EUC","Finland",0,2,"Belgium","European Championship","group-stage"
2019-06-08,"ECQ","Finland",2,0,"Bosnia-Herzegovina","EC Qualification","qualifying-round"
2022-06-04,"UNL","Finland",1,1,"Bosnia-Herzegovina","UEFA Nations League","league-b"
2021-03-24,"WQE","Finland",2,2,"Bosnia-Herzegovina","WC Qualification Europe","1st-round"
2020-10-11,"UNL","Finland",2,0,"Bulgaria","UEFA Nations League","league-b"
2021-06-04,"FRI","Finland",0,1,"Estonia","Friendlies","friendlies-1"
2019-01-11,"NOF","Finland",1,2,"Estonia","Non-FIFA Friendlies","friendlies-1"
2021-11-16,"WQE","Finland",0,2,"France","WC Qualification Europe","1st-round"
2019-09-05,"ECQ","Finland",1,0,"Greece","EC Qualification","qualifying-round"
2022-03-26,"FRI","Finland",1,1,"Iceland","Friendlies","friendlies-1"
2019-09-08,"ECQ","Finland",1,2,"Italy","EC Qualification","qualifying-round"
2021-09-04,"WQE","Finland",1,0,"Kazakhstan","WC Qualification Europe","1st-round"
2019-11-15,"ECQ","Finland",3,0,"Liechtenstein","EC Qualification","qualifying-round"
2022-06-07,"UNL","Finland",2,0,"Montenegro","UEFA Nations League","league-b"
2020-10-14,"UNL","Finland",1,0,"Republic of Ireland","UEFA Nations League","league-b"
2022-09-23,"UNL","Finland",1,1,"Romania","UEFA Nations League","league-b"
2021-06-16,"EUC","Finland",0,1,"Russia","European Championship","group-stage"
2022-03-29,"FRI","Finland",0,2,"Slovakia","Friendlies","friendlies-1"
2021-10-09,"WQE","Finland",1,2,"Ukraine","WC Qualification Europe","1st-round"
2021-09-01,"FRI","Finland",0,0,"Wales","Friendlies","friendlies-1"
2020-09-03,"UNL","Finland",0,1,"Wales","UEFA Nations League","league-b"
2019-09-07,"ECQ","France",4,1,"Albania","EC Qualification","qualifying-round"
2019-09-10,"ECQ","France",3,0,"Andorra","EC Qualification","qualifying-round"
2022-09-22,"UNL","France",2,0,"Austria","UEFA Nations League","league-a"
2019-06-02,"FRI","France",2,0,"Bolivia","Friendlies","friendlies-1"
2021-09-01,"WQE","France",1,1,"Bosnia-Herzegovina","WC Qualification Europe","1st-round"
2021-06-08,"FRI","France",3,0,"Bulgaria","Friendlies","friendlies-1"
2020-09-08,"UNL","France",4,2,"Croatia","UEFA Nations League","league-a"
2022-06-13,"UNL","France",0,1,"Croatia","UEFA Nations League","league-a"
2022-03-25,"FRI","France",2,1,"Côte d'Ivoire","Friendlies","friendlies-1"
2022-06-03,"UNL","France",1,2,"Denmark","UEFA Nations League","league-a"
2020-11-11,"FRI","France",0,2,"Finland","Friendlies","friendlies-1"
2021-09-07,"WQE","France",2,0,"Finland","WC Qualification Europe","1st-round"
2021-06-15,"EUC","France",1,0,"Germany","European Championship","group-stage"
2019-03-25,"ECQ","France",4,0,"Iceland","EC Qualification","qualifying-round"
2021-11-13,"WQE","France",8,0,"Kazakhstan","WC Qualification Europe","1st-round"
2019-11-14,"ECQ","France",2,1,"Moldova","EC Qualification","qualifying-round"
2020-10-11,"UNL","France",0,0,"Portugal","UEFA Nations League","league-a"
2022-03-29,"FRI","France",5,0,"South Africa","Friendlies","friendlies-1"
2020-11-17,"UNL","France",4,2,"Sweden","UEFA Nations League","league-a"
2021-06-28,"EUC","France",3,3,"Switzerland","European Championship","8th-finals"
2019-10-14,"ECQ","France",1,1,"Turkey","EC Qualification","qualifying-round"
2020-10-07,"FRI","France",7,1,"Ukraine","Friendlies","friendlies-1"
2021-03-24,"WQE","France",1,1,"Ukraine","WC Qualification Europe","1st-round"
2021-06-02,"FRI","France",3,0,"Wales","Friendlies","friendlies-1"
2019-09-06,"CNL","French Guiana",3,0,"Belize","Concacaf Nations League","league-b"
2022-06-15,"CNL","French Guiana",1,0,"Belize","Concacaf Nations League","league-b"
2019-10-11,"CNL","French Guiana",0,0,"Grenada","Concacaf Nations League","league-b"
2022-06-03,"CNL","French Guiana",2,0,"Guatemala","Concacaf Nations League","league-b"
2019-11-17,"CNL","French Guiana",3,1,"St. Kitts and Nevis","Concacaf Nations League","league-b"
2019-11-17,"ACO","Gabon",2,1,"Angola","Africa Cup of Nations Qualification","group-stage"
2021-10-11,"WQA","Gabon",2,0,"Angola","WC Qualification Africa","2nd-round"
2020-10-11,"FRI","Gabon",0,2,"Benin","Friendlies","friendlies-3"
2022-01-02,"FRI","Gabon",0,3,"Burkina Faso","Friendlies","friendlies-3"
2021-03-25,"ACO","Gabon",3,0,"Congo DR","Africa Cup of Nations Qualification","group-stage"
2021-09-05,"WQA","Gabon",1,1,"Egypt","WC Qualification Africa","2nd-round"
2020-11-12,"ACO","Gabon",2,1,"Gambia","Africa Cup of Nations Qualification","group-stage"
2022-01-14,"ACO","Gabon",1,1,"Ghana","Africa Cup of Nations","group-stage"
2021-11-12,"WQA","Gabon",1,0,"Libya","WC Qualification Africa","2nd-round"
2022-06-08,"ACO","Gabon",0,0,"Mauritania","Africa Cup of Nations Qualification","group-stage"
2022-01-18,"ACO","Gabon",2,2,"Morocco","Africa Cup of Nations","group-stage"
2021-03-25,"ACO","Gambia",1,0,"Angola","Africa Cup of Nations Qualification","group-stage"
2019-09-06,"WQA","Gambia",0,1,"Angola","WC Qualification Africa","1st-round"
2022-01-29,"ACO","Gambia",0,2,"Cameroon","Africa Cup of Nations","quarter-finals"
2022-03-29,"ACO","Gambia",2,2,"Chad","Africa Cup of Nations Qualification","preliminary-round"
2019-11-18,"ACO","Gambia",2,2,"Congo DR","Africa Cup of Nations Qualification","group-stage"
2019-10-13,"ACO","Gambia",1,1,"Djibouti","Africa Cup of Nations Qualification","preliminary-round"
2020-11-16,"ACO","Gambia",2,1,"Gabon","Africa Cup of Nations Qualification","group-stage"
2022-07-23,"ANC","Gambia",1,0,"Guinea-Bissau","African Nations Championship Qualification","1st-round"
2022-01-16,"ACO","Gambia",1,1,"Mali","Africa Cup of Nations","group-stage"
2022-06-04,"ACO","Gambia",1,0,"South Sudan","Africa Cup of Nations Qualification","group-stage"
2021-06-08,"FRI","Gambia",1,0,"Togo","Friendlies","friendlies-3"
2022-01-20,"ACO","Gambia",1,0,"Tunisia","Africa Cup of Nations","group-stage"
2020-11-15,"UNL","Georgia",1,2,"Armenia","UEFA Nations League","league-c"
2020-10-08,"ECQ","Georgia",1,0,"Belarus","EC Qualification","qualifying-play-offs-path-d---semi-finals"
2022-06-12,"UNL","Georgia",0,0,"Bulgaria","UEFA Nations League","league-c"
2019-09-08,"ECQ","Georgia",0,0,"Denmark","EC Qualification","qualifying-round"
2020-11-18,"UNL","Georgia",0,0,"Estonia","UEFA Nations League","league-c"
2019-06-07,"ECQ","Georgia",3,0,"Gibraltar","EC Qualification","qualifying-round"
2022-06-02,"UNL","Georgia",4,0,"Gibraltar","UEFA Nations League","league-c"
2021-10-09,"WQE","Georgia",0,2,"Greece","WC Qualification Europe","1st-round"
2021-09-02,"WQE","Georgia",0,1,"Kosovo","WC Qualification Europe","1st-round"
2020-11-12,"ECQ","Georgia",0,1,"North Macedonia","EC Qualification","qualifying-play-offs-path-d---final"
2020-09-08,"UNL","Georgia",1,1,"North Macedonia","UEFA Nations League","league-c"
2022-09-23,"UNL","Georgia",2,0,"North Macedonia","UEFA Nations League","league-c"
2019-10-12,"ECQ","Georgia",0,0,"Republic of Ireland","EC Qualification","qualifying-round"
2021-03-28,"WQE","Georgia",1,2,"Spain","WC Qualification Europe","1st-round"
2021-11-11,"WQE","Georgia",2,0,"Sweden","WC Qualification Europe","1st-round"
2019-03-23,"ECQ","Georgia",0,2,"Switzerland","EC Qualification","qualifying-round"
2021-11-15,"FRI","Georgia",1,0,"Uzbekistan","Friendlies","friendlies-2"
2019-10-09,"FRI","Germany",2,2,"Argentina","Friendlies","friendlies-1"
2021-09-05,"WQE","Germany",6,0,"Armenia","WC Qualification Europe","1st-round"
2019-11-16,"ECQ","Germany",4,0,"Belarus","EC Qualification","qualifying-round"
2020-11-11,"FRI","Germany",1,0,"Czech Republic","Friendlies","friendlies-1"
2021-06-02,"FRI","Germany",1,1,"Denmark","Friendlies","friendlies-1"
2022-06-07,"UNL","Germany",1,1,"England","UEFA Nations League","league-a"
2019-06-11,"ECQ","Germany",8,0,"Estonia","EC Qualification","qualifying-round"
2021-06-23,"EUC","Germany",2,2,"Hungary","European Championship","group-stage"
2022-09-23,"UNL","Germany",0,1,"Hungary","UEFA Nations League","league-a"
2021-03-25,"WQE","Germany",3,0,"Iceland","WC Qualification Europe","1st-round"
2022-03-26,"FRI","Germany",2,0,"Israel","Friendlies","friendlies-1"
2022-06-14,"UNL","Germany",5,2,"Italy","UEFA Nations League","league-a"
2021-06-07,"FRI","Germany",7,1,"Latvia","Friendlies","friendlies-1"
2021-11-11,"WQE","Germany",9,0,"Liechtenstein","WC Qualification Europe","1st-round"
2019-09-06,"ECQ","Germany",2,4,"Netherlands","EC Qualification","qualifying-round"
2021-03-31,"WQE","Germany",1,2,"North Macedonia","WC Qualification Europe","1st-round"
2019-11-19,"ECQ","Germany",6,1,"Northern Ireland","EC Qualification","qualifying-round"
2021-10-08,"WQE","Germany",2,1,"Romania","WC Qualification Europe","1st-round"
2019-03-20,"FRI","Germany",1,1,"Serbia","Friendlies","friendlies-1"
2020-09-03,"UNL","Germany",1,1,"Spain","UEFA Nations League","league-a"
2020-10-13,"UNL","Germany",3,3,"Switzerland","UEFA Nations League","league-a"
2020-10-07,"FRI","Germany",3,3,"Turkey","Friendlies","friendlies-1"
2020-11-14,"UNL","Germany",3,1,"Ukraine","UEFA Nations League","league-a"
2019-06-25,"ACO","Ghana",2,2,"Benin","Africa Cup of Nations","group-stage"
2022-07-24,"ANC","Ghana",3,0,"Benin","African Nations Championship Qualification","1st-round"
2019-09-22,"ANC","Ghana",0,1,"Burkina Faso","African Nations Championship","2nd-round"
2022-01-18,"ACO","Ghana",2,3,"Comoros","Africa Cup of Nations","group-stage"
2021-06-12,"FRI","Ghana",0,0,"Côte d'Ivoire","Friendlies","friendlies-1"
2021-09-03,"WQA","Ghana",1,0,"Ethiopia","WC Qualification Africa","2nd-round"
2019-03-23,"ACO","Ghana",1,0,"Kenya","Africa Cup of Nations Qualification","group-stage"
2022-06-01,"ACO","Ghana",3,0,"Madagascar","Africa Cup of Nations Qualification","group-stage"
2022-08-28,"ANC","Ghana",2,0,"Nigeria","African Nations Championship Qualification","2nd-round"
2022-03-25,"WQA","Ghana",0,0,"Nigeria","WC Qualification Africa","3rd-round"
2020-10-12,"FRI","Ghana",5,1,"Qatar","Friendlies","friendlies-1"
2019-11-14,"ACO","Ghana",2,0,"South Africa","Africa Cup of Nations Qualification","group-stage"
2019-06-15,"FRI","Ghana",0,0,"South Africa","Friendlies","friendlies-1"
2021-11-14,"WQA","Ghana",1,0,"South Africa","WC Qualification Africa","2nd-round"
2020-11-12,"ACO","Ghana",2,0,"Sudan","Africa Cup of Nations Qualification","group-stage"
2021-03-28,"ACO","Ghana",3,1,"São Tomé e Príncipe","Africa Cup of Nations Qualification","group-stage"
2019-07-08,"ACO","Ghana",1,1,"Tunisia","Africa Cup of Nations","8th-finals"
2021-10-09,"WQA","Ghana",3,1,"Zimbabwe","WC Qualification Africa","2nd-round"
2022-06-09,"UNL","Gibraltar",1,1,"Bulgaria","UEFA Nations League","league-c"
2019-09-05,"ECQ","Gibraltar",0,6,"Denmark","EC Qualification","qualifying-round"
2019-03-26,"FRI","Gibraltar",0,1,"Estonia","Friendlies","friendlies-2"
2022-03-26,"FRI","Gibraltar",0,0,"Faroe Islands","Friendlies","friendlies-2"
2019-10-15,"ECQ","Gibraltar",2,3,"Georgia","EC Qualification","qualifying-round"
2022-09-26,"UNL","Gibraltar",1,2,"Georgia","UEFA Nations League","league-c"
2022-03-23,"FRI","Gibraltar",0,0,"Grenada","Friendlies","friendlies-2"
2021-11-16,"WQE","Gibraltar",1,3,"Latvia","WC Qualification Europe","1st-round"
2020-11-17,"UNL","Gibraltar",1,1,"Liechtenstein","UEFA Nations League","league-d"
2021-10-08,"WQE","Gibraltar",0,3,"Montenegro","WC Qualification Europe","1st-round"
2021-03-30,"WQE","Gibraltar",0,7,"Netherlands","WC Qualification Europe","1st-round"
2022-06-05,"UNL","Gibraltar",0,2,"North Macedonia","UEFA Nations League","league-c"
2021-03-24,"WQE","Gibraltar",0,3,"Norway","WC Qualification Europe","1st-round"
2019-03-23,"ECQ","Gibraltar",0,1,"Republic of Ireland","EC Qualification","qualifying-round"
2020-09-05,"UNL","Gibraltar",1,0,"San Marino","UEFA Nations League","league-d"
2019-11-18,"ECQ","Gibraltar",1,6,"Switzerland","EC Qualification","qualifying-round"
2021-09-04,"WQE","Gibraltar",0,3,"Turkey","WC Qualification Europe","1st-round"
2019-06-11,"ECQ","Greece",2,3,"Armenia","EC Qualification","qualifying-round"
2019-10-15,"ECQ","Greece",2,1,"Bosnia-Herzegovina","EC Qualification","qualifying-round"
2020-11-11,"FRI","Greece",2,1,"Cyprus","Friendlies","friendlies-1"
2022-06-09,"UNL","Greece",3,0,"Cyprus","UEFA Nations League","league-c"
2019-11-18,"ECQ","Greece",2,1,"Finland","EC Qualification","qualifying-round"
2021-03-31,"WQE","Greece",1,1,"Georgia","WC Qualification Europe","1st-round"
2021-03-28,"FRI","Greece",2,1,"Honduras","Friendlies","friendlies-1"
2019-06-08,"ECQ","Greece",0,3,"Italy","EC Qualification","qualifying-round"
2020-10-14,"UNL","Greece",0,0,"Kosovo","UEFA Nations League","league-c"
2022-06-12,"UNL","Greece",2,0,"Kosovo","UEFA Nations League","league-c"
2021-11-14,"WQE","Greece",1,1,"Kosovo","WC Qualification Europe","1st-round"
2019-09-08,"ECQ","Greece",1,1,"Liechtenstein","EC Qualification","qualifying-round"
2020-10-11,"UNL","Greece",2,0,"Moldova","UEFA Nations League","league-c"
2022-09-27,"UNL","Greece",3,1,"Northern Ireland","UEFA Nations League","league-c"
2020-11-18,"UNL","Greece",0,0,"Slovenia","UEFA Nations League","league-c"
2021-11-11,"WQE","Greece",0,1,"Spain","WC Qualification Europe","1st-round"
2021-09-08,"WQE","Greece",2,1,"Sweden","WC Qualification Europe","1st-round"
2019-11-18,"CNL","Grenada",3,2,"Belize","Concacaf Nations League","league-b"
2022-06-08,"CNL","Grenada",2,2,"El Salvador","Concacaf Nations League","league-a"
2019-10-14,"CNL","Grenada",1,0,"French Guiana","Concacaf Nations League","league-b"
2021-06-09,"WQC","Grenada",1,2,"Montserrat","WC Qualification Concacaf","4th-round"
2021-07-18,"CGC","Grenada",0,4,"Qatar","Concacaf Gold Cup","group-stage"
2019-09-06,"CNL","Grenada",2,1,"St. Kitts and Nevis","Concacaf Nations League","league-b"
2022-09-24,"FRI","Grenada",1,3,"St. Vincent / Grenadines","Friendlies","friendlies-3"
2021-03-31,"WQC","Grenada",1,0,"US Virgin Islands","WC Qualification Concacaf","4th-round"
2021-07-03,"CGC","Guadeloupe",2,0,"Bahamas","Concacaf Gold Cup Qualification","1st-preliminary-round"
2022-06-13,"CNL","Guadeloupe",2,1,"Barbados","Concacaf Nations League","league-b"
2022-06-03,"CNL","Guadeloupe",2,1,"Cuba","Concacaf Nations League","league-b"
2021-07-17,"CGC","Guadeloupe",1,2,"Jamaica","Concacaf Gold Cup","group-stage"
2019-03-24,"CNL","Guadeloupe",0,1,"Martinique","Concacaf Nations League Qualification","regular-season"
2019-11-18,"CNL","Guadeloupe",10,0,"Turks and Caicos Islands","Concacaf Nations League","league-c"
2019-06-11,"WQA","Guam",5,0,"Bhutan","WC Qualification Asia","1st-round"
2021-10-09,"ACQ","Guam",0,1,"Cambodia","Asian Cup Qualification","group-stage"
2021-05-30,"WQA","Guam",0,7,"China PR","WC Qualification Asia","2nd-round"
2019-09-05,"WQA","Guam",0,1,"Maldives","WC Qualification Asia","2nd-round"
2019-09-10,"WQA","Guam",1,4,"Philippines","WC Qualification Asia","2nd-round"
2021-06-07,"WQA","Guam",0,3,"Syria","WC Qualification Asia","2nd-round"
2019-09-06,"CNL","Guatemala",10,0,"Anguilla","Concacaf Nations League","league-c"
2019-11-21,"FRI","Guatemala",8,0,"Antigua and Barbuda","Friendlies","friendlies-2"
2022-06-05,"CNL","Guatemala",2,0,"Belize","Concacaf Nations League","league-b"
2019-03-23,"FRI","Guatemala",1,0,"Costa Rica","Friendlies","friendlies-1"
2022-03-25,"FRI","Guatemala",1,0,"Cuba","Friendlies","friendlies-2"
2021-03-25,"WQC","Guatemala",1,0,"Cuba","WC Qualification Concacaf","4th-round"
2022-06-14,"CNL","Guatemala",2,0,"Dominican Republic","Concacaf Nations League","league-b"
2021-07-07,"CGC","Guatemala",1,1,"Guadeloupe","Concacaf Gold Cup Qualification","2nd-preliminary-round"
2021-07-04,"CGC","Guatemala",4,0,"Guyana","Concacaf Gold Cup Qualification","1st-preliminary-round"
2022-03-27,"FRI","Guatemala",2,1,"Haiti","Friendlies","friendlies-2"
2020-11-15,"FRI","Guatemala",2,1,"Honduras","Friendlies","friendlies-1"
2021-07-15,"CGC","Guatemala",0,3,"Mexico","Concacaf Gold Cup","group-stage"
2021-09-08,"FRI","Guatemala",2,2,"Nicaragua","Friendlies","friendlies-2"
2020-03-05,"NOF","Guatemala",0,2,"Panama","Non-FIFA Friendlies","friendlies-1"
2019-11-17,"CNL","Guatemala",5,0,"Puerto Rico","Concacaf Nations League","league-c"
2021-01-23,"FRI","Guatemala",1,0,"Puerto Rico","Friendlies","friendlies-2"
